"No.","Time","Source","Destination","Protocol","Length","Info","MAC src","MAC dst"
"1688","40.708101672","78.78.78.78","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1689","40.716627944","33.204.229.232","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1690","40.716968826","192.168.127.127","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1691","40.718095029","103.186.93.20","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1692","40.736121273","33.241.203.224","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1693","40.740191353","78.78.78.78","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1694","40.868939275","201.5.8.30","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"1695","40.962115745","99.99.99.99","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1696","40.967927267","12.34.56.78","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1697","41.016445823","127.127.255.255","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1698","41.038115128","80.162.160.138","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1699","41.062099976","78.78.78.78","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1700","41.091983387","12.34.56.78","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"1701","41.092388381","83.223.125.203","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1702","41.094201539","238.12.123.245","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1703","41.111892360","127.127.127.0","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1704","41.129811502","123.216.92.148","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1705","41.177709294","193.54.86.97","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1706","41.180830818","172.255.1.2","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"1707","41.181146023","125.72.134.28","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1708","41.194386893","177.145.220.178","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1709","41.216631955","192.168.127.127","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1710","41.217164204","155.66.59.66","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"1711","41.248035344","217.91.213.217","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1712","41.252332923","12.34.56.78","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"1713","41.269438454","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1714","41.284642308","78.78.78.78","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1715","41.323876758","12.34.56.78","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1716","41.344932220","99.99.99.99","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1717","41.350346314","172.255.1.2","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1718","41.409410894","78.78.78.78","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1719","41.459145208","192.168.127.127","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1720","41.489426040","12.34.56.78","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1721","41.491101871","127.127.127.0","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1722","41.520812774","119.227.68.174","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1723","41.543232515","39.225.97.124","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1724","41.593207052","180.176.146.119","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1725","41.606347877","3.132.203.217","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1726","41.639164343","229.49.125.230","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"1727","41.642987715","127.127.255.255","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"1728","41.666362461","172.255.1.2","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1729","41.670047695","102.153.180.70","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"1730","41.686181058","242.156.118.15","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1731","41.693812767","102.169.239.235","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1732","41.694355788","127.127.255.255","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"1733","41.724893611","163.64.5.178","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"1734","41.733290218","12.34.56.78","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1735","41.739836833","37.208.99.89","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1736","41.759281013","23.206.43.113","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1737","41.770449439","192.168.127.127","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1738","41.785499980","12.34.56.78","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1739","41.817968789","78.78.78.78","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"1740","41.836083220","12.34.56.78","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1741","41.837504417","180.169.29.54","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1742","41.871274742","192.168.127.127","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1743","41.957453000","198.89.134.216","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1744","42.005164521","105.93.19.172","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1745","42.041908826","237.72.110.173","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1746","42.064042113","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1747","42.068636933","104.63.153.244","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1748","42.079201872","30.172.196.152","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1749","42.086186287","174.156.251.181","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1750","42.098891358","127.127.127.0","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1751","42.133495010","127.127.127.0","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1752","42.145514638","197.185.209.182","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1753","42.153544597","78.78.78.78","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1754","42.164219651","210.0.136.70","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1755","42.205860378","127.127.255.255","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1756","42.228998205","233.246.3.79","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1757","42.248881633","127.127.255.255","127.0.0.53","DNS","72","Standard query 0x0000 A google.com","00:00:00_00:00:00",""
"1758","42.265136967","99.99.99.99","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1759","42.296444427","78.87.87.87","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1760","42.301971692","192.168.127.127","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1761","42.313629622","200.193.223.233","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1762","42.342589905","48.225.169.89","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1763","42.346382266","186.211.85.64","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1764","42.411754259","78.87.87.87","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"1765","42.413494972","78.87.87.87","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1766","42.452640329","12.34.56.78","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1767","42.499342065","78.78.78.78","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1768","42.518648678","252.34.14.1","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1769","42.540628128","99.99.99.99","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1773","42.581367790","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1774","42.593078775","12.34.56.78","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"1779","42.615935955","99.99.99.99","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"1780","42.616848972","56.119.150.197","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1781","42.647059090","172.255.1.2","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1782","42.665685870","12.34.56.78","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1783","42.667394290","232.131.147.237","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1784","42.682543268","230.151.34.155","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1785","42.700796893","73.224.70.151","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1786","42.762038745","127.127.127.0","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1787","42.780037438","78.78.78.78","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1788","42.788995955","78.78.78.78","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1789","42.817635345","127.127.255.255","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1790","42.836135192","121.176.117.248","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1791","42.846168192","136.26.18.75","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1792","42.850561309","127.127.255.255","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1793","42.898638545","127.127.127.0","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1794","42.918053814","127.127.127.0","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"1795","42.928012549","228.227.65.99","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1796","42.939352243","134.36.192.233","127.0.0.53","DNS","72","Standard query 0x0000 A tumblr.com","00:00:00_00:00:00",""
"1797","42.939929791","192.168.127.127","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1798","43.015259314","172.255.1.2","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1799","43.033048811","64.213.36.228","127.0.0.53","DNS","71","Standard query 0x0000 A apple.com","00:00:00_00:00:00",""
"1800","43.033475279","172.255.1.2","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"1801","43.072709090","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1802","43.100019856","237.197.80.183","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1803","43.104043158","127.127.127.0","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1804","43.121643727","177.147.52.201","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1805","43.144102879","189.252.31.160","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1806","43.145383045","120.119.97.137","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
"1807","43.148640550","202.19.90.85","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1808","43.186602303","78.78.78.78","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1809","43.196973669","99.99.99.99","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1810","43.205635627","70.62.24.36","127.0.0.53","DNS","73","Standard query 0x0000 A youtube.com","00:00:00_00:00:00",""
"1811","43.208908576","192.168.127.127","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1812","43.218888718","127.127.255.255","127.0.0.53","DNS","68","Standard query 0x0000 A goo.gl","00:00:00_00:00:00",""
"1813","43.246260251","243.86.96.190","127.0.0.53","DNS","75","Standard query 0x0000 A pinterest.com","00:00:00_00:00:00",""
"1814","43.253070835","14.105.189.60","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1815","43.273267157","127.127.255.255","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1816","43.317123158","229.80.247.62","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1817","43.323352352","12.34.56.78","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1818","43.378574422","192.168.127.127","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1819","43.379314742","78.78.78.78","127.0.0.53","DNS","72","Standard query 0x0000 A flickr.com","00:00:00_00:00:00",""
"1820","43.417162249","182.75.255.164","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1821","43.474294667","192.168.127.127","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.com","00:00:00_00:00:00",""
"1822","43.488263951","172.255.1.2","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1823","43.502853674","126.127.219.207","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1824","43.542220867","172.255.1.2","127.0.0.53","DNS","72","Standard query 0x0000 A amazon.com","00:00:00_00:00:00",""
"1825","43.558097247","12.34.56.78","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"1826","43.575627378","88.133.124.40","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1827","43.586517926","99.99.99.99","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1828","43.592560566","78.87.87.87","127.0.0.53","DNS","70","Standard query 0x0000 A youtu.be","00:00:00_00:00:00",""
"1829","43.606360283","119.189.160.163","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"1830","43.616175592","12.34.56.78","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"1831","43.629601031","78.87.87.87","127.0.0.53","DNS","74","Standard query 0x0000 A facebook.com","00:00:00_00:00:00",""
"1832","43.663597000","78.78.78.78","127.0.0.53","DNS","73","Standard query 0x0000 A twitter.com","00:00:00_00:00:00",""
"1833","43.696705996","127.127.255.255","127.0.0.53","DNS","75","Standard query 0x0000 A instagram.com","00:00:00_00:00:00",""
"1834","43.713397620","127.127.127.0","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1835","43.718354114","127.127.127.0","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1836","43.736889245","78.78.78.78","127.0.0.53","DNS","74","Standard query 0x0000 A blogspot.com","00:00:00_00:00:00",""
"1837","43.759948139","99.99.99.99","127.0.0.53","DNS","75","Standard query 0x0000 A wikipedia.org","00:00:00_00:00:00",""
"1838","43.771994621","12.34.56.78","127.0.0.53","DNS","71","Standard query 0x0000 A viemo.com","00:00:00_00:00:00",""
"1839","43.780734821","206.248.184.124","127.0.0.53","DNS","74","Standard query 0x0000 A linkedin.com","00:00:00_00:00:00",""
"1840","43.784403713","127.127.255.255","127.0.0.53","DNS","71","Standard query 0x0000 A adobe.com","00:00:00_00:00:00",""
"1842","43.895021310","12.34.56.78","127.0.0.53","DNS","75","Standard query 0x0000 A microsoft.com","00:00:00_00:00:00",""
"1843","43.895561081","26.180.209.77","127.0.0.53","DNS","75","Standard query 0x0000 A wordpress.org","00:00:00_00:00:00",""
